,tag_category,tag_value,keywords
14625,情感氛围,"正面-惊喜, 负面-疼痛, 中性-疲惫","好痛,萎了,头重脚轻,开心很多,down,心好痛"
14626,情感氛围,正面/喜爱,"嘴上起泡的笑哭,红霉素药膏,菊花,双向奔赴的好嗑,喜欢"
14627,情感氛围,正面/推荐,"口碑,纯手工制作无添加"
14628,情感氛围,正面/鼓舞人心,"记录,慈善,开心时刻"
14629,情感氛围,正面情感,"幸福笑容,为你感到开心,55555,哇R,哭惹R,好伤心"
14630,情感氛围,正面惊喜,"没吃完,破涕为笑,出乎意料的惊艳,这分量太感人了!"
14631,情感氛围,正面积极,"品质实打实,自然风味,特别显白,本人超级喜欢,希望多长点肉肉,推荐,聚拢,软糖,清甜,无痕,舒适,非常好吃,热心,真的好好穿,软软的很舒服,解决不爱吃粮问题,不臃肿,喜欢的姐妹们冲,好好吃,旺财很爱吃,鲜美至极,颜值高,聚拢显大,常年断货王,无法拒绝,我的烘焙日常,太舒服啦,软乎乎的,敲百搭,舒适不勒,耳目一新,无敌脆,好开心,脆皮,满月R,好吃,推荐,绝了,梦中情狗,舒服,软绵绵,高级感,推荐,放心吃,又淘到,好吃的,统统在线,天然健康,色香味俱全,超级好吃,爱自己,味道别提多好吃了,想不好吃 都难,才香,回味无穷,[爱心][爱心],吃饱饱，没烦恼,毫无负担,垂涎欲滴,像一件艺术品,惊讶,安然向暖,愿每天皆安好,轻松带娃,甜食的快乐,科学控糖,很精美,惊艳,浪漫生活的记录者,爱上我的厨房,毛发长的很浓密,泪痕得到改善,身体倍棒,👏,最好吃,jujuju香,吼吼喝,超幸运,非常负责,轻松省心,"
14632,情感氛围,正面评价,"爽口,雪糕口感,好吃,失望,甜丝丝,凉快,榴莲味很纯,干净整洁,酥松绵软,★★☆,★★★★,★★★★☆,不错,脆脆的,好绵密,出品好,★★★★★★,好吃,好满足,这个好吃,可爱的小螃蟹,非凡味道,好吃,鲜,罪恶,很好吃,好吃死了,好找,加热一下会更好吃,吃起来更香,抹茶控不妨試試,简直不要太健康,好吃,最好吃的烤鸭,汤好喝,鸭子好吃,小眼睛觉得还ok,服务好,真的没有缺点,唯一一点不好,淡淡的清香,🌟🌟🌟🌟,完美组合,好吃,不苦好吃,好吃,味道很浓,只要好吃就行,入口就是很健康的味道,哈 哈 笑,好吃,好吃,味道不错,没让我失望,嘎嘎正,尝鲜一次够,味道更胜一筹,品质的薯条,轻盈绵密,值得等待,被惊艳到了,筋正棱直,很香,一点都不腻,闷白,比蛋黄酥的皮好吃多了,还好我一盒炫完了,性价比还不错,好吃,依然好吃,实惠,味道很好,鸡肉蛮多的,纹路特别漂亮,皮质骨质都特别好,纹路立"
14633,情感氛围,"正面评价,负面评价","味精可能有点多,喜欢,太淡,一口惊艳,甜而不腻,好吃,难喝,排队都排不上,难吃"
14634,情感氛围,正面评价与负面体验混合,"真好吃,皱眉R,一般般,巨热,射灯非常的烤人"
14635,情感氛围,母亲关心,"她不爱喝,暂时没事,我以为适度"
14636,情感氛围,母爱,"爱她,真棒自律的小姑娘"
14637,情感氛围,求助,"没流量,求热门,求求,[哭惹R],没流量,没流量,求热门,泪流满面表情,求热门"
14638,情感氛围,求助/哀怨,哭惹R
14639,情感氛围,沮丧,"抓狂R,[哭惹R],[哭惹R]体重+0.8,失望R,真的吃的好撑好难受,心寒,好烦,血压都要飙升了,哭惹R"
14640,情感氛围,沮丧/失望,[失望R]
14641,情感氛围,治愈,"治愈,真的很治愈,治愈系,温柔,浪漫生活的记录者,心情得倒疗愈,感受到生命力的美好,很纯粹的柚子味,酸的清新,甜的柔美,与大自然和他人融为一体,治愈,治愈,分不清是被治愈了还是被拯救了,解压,太治愈啦,治愈,治愈系音乐,太惬意了,生活的热气腾腾,治愈系,治愈的事,也很快乐,治愈,治愈文案,治愈系美食,好治愈,治愈,超治愈,好治愈,治愈,温馨,解压日常,治愈视频,治愈系钢琴曲,治愈文案,被文字治愈,治愈,治愈,欢喜,治愈系漫画,治愈系,治愈,治愈自己,治愈自己,治愈系风景,#治愈系美食#,妈呀太好吃了,#超治愈#,治愈,治愈画面,好治愈,超超超超浓郁开心果"
14642,情感氛围,"治愈, 温暖","温暖,甜蜜,治愈,爱意"
14643,情感氛围,"治愈,开心","好吃😋,太治愈了,偷笑R"
14644,情感氛围,治愈心情,治愈心情
14645,情感氛围,治愈系,"治愈系漫画,治愈系,治愈系美食,赶走一切烦恼,唯有美食可以治愈一切,治愈系"
14646,情感氛围,法式浪漫,"法式浪漫,氛围感"
14647,情感氛围,浪漫,"太有氛围感了,甜甜的恋爱,令人心动,动的moment,心悸,浪漫生活的记录者,让浪漫的晚宴更加圆满,浪漫藏匿烛光之间,冒粉红泡泡,甜甜的恋爱,真的去很多遍都觉得浪漫,浪漫,喜欢,青梅竹马甜文,浪漫的仪式感,浪漫生活,氛围感,细节处透露出十足的用心,简单和浪漫,浪漫的晚宴,高级感,浪漫生活,七夕,爱情,惊艳,最美的古诗词,小说告白,两颗心R,心动,唯独,膜拜,高甜,私有浪漫,给她最上心的礼物,浪漫生活的记录者,浪漫的復古派對,在山林中放空,与大自然碰杯,氛围感,最好的你,甜,浪漫生活的记录者,独特浪漫,夏日风情,浪漫,浪漫生活的记录者,浪漫秋日,松弛感,超浪漫,玫瑰,#浪漫生活的记录者#,装饰了别人的梦,七夕,节日礼物,低调又不失韵味,诗意,hin出彩,敲nice,告白,满满的仪式感,浪漫婚纱照,粉粉嫩嫩,浪漫,爱到100岁,🌹,一整杯的玫瑰花朵也太浪漫了,PLMM心动,心动,浪漫氛围感,灯光和"
14648,情感氛围,"浪漫, 享受","仿佛让人坐落在法国乡村庄园,约会,浪漫,仪式感满满,春风拂面, 微风习习"
14649,情感氛围,"浪漫,期待","海洋贝壳造型仪式感太强了,期待已久的春天,花和浪漫"
14650,情感氛围,浪漫、快乐,"沉溺,蒂芙尼蓝的果冻海"
14651,情感氛围,浪漫/思念,"牵牛织女星,愿我如星君如月,相思意"
14652,情感氛围,浪漫/感人,"氛围感,一见钟情,铭刻心头的爱意,高级感,治愈系"
14653,情感氛围,浪漫/欢乐,"甜蜜气息,花瓣吻,捉手亲亲"
14654,情感氛围,浪漫/节日,"暖爱花阁N.A.FLORA,适合想念,暖爱花阁"
14655,情感氛围,浪漫+甜蜜,"超甜,充满芳香的花园"
14656,情感氛围,浪漫甜蜜,"娇纵的小太阳,苏死,闪婚,嘎嘎甜,超级深情,甜蜜值爆棚💖"
14657,情感氛围,消极,"灾难,摆烂,哭惹R,放纵日,摄入热量超标,没有精神,失眠,不舒服,错觉,不想吃饭还想吐,失望R,哭惹R,叹气R,[哭惹R],好桑心,好孤独,巨讨厌,可恶,好烦,生病了,崩溃,好想回家,好累,[哭惹R],好想赚钱,现在吃东西也不开心,可怜R,忙死了,#又该减肥了#,烦躁,焦虑,哭惹R,石化R,受不了,哭惹R,生气R,难受,觉得很累,嗓子很难受,运动明天开始暂停,感受到了人类工资水平的分析,被...暴击,没啥胃口,发烧,崩溃,悲从中来,哭惹R,真是失望,yue,月月光,存款负一万,闭眼吞,失望,讨厌,😭😭😭😭,心情也不太好,好累好胖好没用,感觉不太好,想退坑了,[可怜R],彻底黑化,不想上班,失望R,不值得,不想上班,上班真的会让人变丑"
14658,情感氛围,消极-短暂兴奋,"[大笑R],哭惹R"
14659,情感氛围,消极/焦虑,"心态崩了,捂脸R,失望R"
14660,情感氛围,消沉,"小腿脚脖子,心里发冷,有些些小失落,心情不好"
14661,情感氛围,消费欲望,"奢侈品,好士多"
14662,情感氛围,深思,"孤独,渴望,情绪,枷锁,真实,热爱生活,挑战最水vlog,余华谈当代年轻人,浪漫生活的记录者,孤独又鼎沸,不容易,遗憾,吹吹风,晚霞,苦,累,释然"
14663,情感氛围,混合,"拉胯,好想吃,齁咸,厌,emmmm,还蛮好吃的,哭惹R,没有那么惊喜,超级酸涩,不是很喜欢,失望,好吃,香香的,服务体验挺好,杠杆不好,不是很推荐,最好吃的一个菜,吃多会腻,总体来说服务挺好的,也有一些不太好的,失望,小遗憾,香,没毛病👍,最后又回来滨江公园,❤️先说好吃的,回来遇上堵车,但有点远,太太太美了,很臭,不推荐,暂时无法评价,nice,真的很腻！！,笑哭R,BTW,没get到,觉得叫茶水费更合适,害羞R,兴致勃勃,不用和师傅扯皮,坚持住了,[笑哭R],有一点点点点辣的,但我的朋友们都觉得报吃,最近感觉很少来..最近也比较少吃,无功无过吧,爱喝一点点,心情愉悦,健康餐,浑浑噩噩,朝好的方向发展,刚入口的时候还是很惊艳,有点动摇,总体来说还是可以的,有时候就感觉吃了一嘴番茄酱 [失望R],口水鸡还蛮好吃的,没有很喜欢,真的好好吃啊,爱死,有一点进展,料真的比之前少了很多,戳咖,一般般"
14664,情感氛围,混合情绪,"小了点,笑哭R,失望R,哭惹R,失望R,笑哭R,色色R,抓狂R,体重下降,希望4月6号能生出来,超好吃,笑哭R,哭惹R,汗颜R,真的好漂亮,孕期控糖,价格贵,失望,HAPPY,狠狠被坑,很好吃,突然降温起雾,干干的,元宵节快乐,萌萌哒R,斜眼R,啥时候才能去演唱会现场啊,奶,尽力争取,开心,笑哭R,芥末味,真的好丑hhh,胃里烧烧的,总体来说还行吧,太腻啦,非常非常非常伤心,不错不错,生气R,不是很推荐,哇R,喜欢,刚开始吃还好,后面越吃越上头,只有辣味 不香,怪怪的,笑哭R,不敢大声说话,哭惹R,略贵,气场压,叹气R,惊恐,是喜欢酸口友友的福音,我喜欢酸甜口,但是它有点不符合我的胃口,绝.对.是来拆台的,鄙视,[害羞R],[皱眉R],生气,[石化R],[抓狂R],[笑哭R],完美,不好吃,太冷了,[笑哭R],emmm,终于吃到,不是很喜欢,香per了,哭惹R,感觉这家稍微甜了点,喜欢吃甜的姐妹可以冲!,有点迷惑,大雷点,还不错,萌萌哒,朋友很喜欢,明天1"
14665,情感氛围,"清凉,惬意","烦恼埋葬,蜷缩在屋檐下,葡萄熟了,盛宴,暑热蒸腾,瓜甜冰夏,困乏,潮气"
14666,情感氛围,温情,"美好,奶奶的关心与馈赠,为别人撑伞,童趣,快乐,温柔又有诗意,感谢员工,早日团圆,独立懂事,爱,平凡而快乐,想念,全世界,真正淋过雨的,懂事的老公,给你的爱很轻,但也很深,正能量,情感,谁懂啊家人们,好有回忆感,光,暗处,欣喜,满满的童年回忆,回忆里的童年零食,温情的瞬间,永远留在心间,紧紧在一起,互相治愈,治愈疲惫的心灵,礼轻情意重,人情味浓厚,温馨,中秋安康,亲人,回忆杀,童年,深厚的情谊,含泪,保护,信赖"
14667,情感氛围,温情、怀旧,"在我知道如何去爱的时候,这么多年"
14668,情感氛围,温暖,"滋有润,意想不到的惊喜,平淡美好,暖,孩子特别喜欢,哥哥说妈妈做的包子也很好吃,暖心,期待,没关系,祝你快乐,舒服的,太不值了,原来每个人都很快乐,怕冷,分享吃月饼的喜悦念🥰,平平安安,真实但不精致,脸红扑扑,这锅烟火气能温柔整个世界,平凡日子里的浪漫,暖呼呼,暖心又暖胃,健健康康,中秋快乐,暖身子"
14669,情感氛围,"温暖, 快乐, 生气, 后悔","害羞R,色色R,抓狂R,哭惹R"
14670,情感氛围,"温暖, 感动","欣慰,心疼,叛逆时候的照顾"
14671,情感氛围,温暖/怀旧,"阅读/学习的氛围,故事,冬天"
14672,情感氛围,温暖/感人,"谁也代替不了,一步一个脚印"
14673,情感氛围,温暖/感激,"觉得妈妈好有勇气,永远不能比及的,激动紧张的心情"
14674,情感氛围,温暖与关怀,"给娃子们送吃吃喝喝,爱的循环"
14675,情感氛围,温暖与关爱,"互相真诚,跋扈♥️,宠凯凯"
14676,情感氛围,温暖与感激,"谢谢你的手信,被人惦念的感觉,酥到掉渣渣"
14677,情感氛围,温暖幸福,"一脸幸福,觉得自己终于平稳的落地,心里也一股暖流涌过,暖胃,幸福感拔高太多"
14678,情感氛围,温暖怀旧,"甜,黄油清香,干甜直击味蕾,情感和信念,念旧,人情"
14679,情感氛围,温暖治愈,"温暖治愈,治愈心情,治愈系美食"
14680,情感氛围,温暖积极,"平静,温柔缝补,羡慕,爱"
14681,情感氛围,温暖舒适,"热乎乎,惬意,享受,悠闲,天冷了就想靠近暖色调,人生最爱番茄味,好温柔,暖暖"
14682,情感氛围,温馨,"小娃娃礼物,热情健谈,妈妈很忙,大方温柔,[飞吻R],家庭美食,妈妈的味道,[赞R],好哄,暖暖的,晚饭吃得干干净净,甜甜的,氛围感,过程很惊喜,很治愈,亲切,撒娇,暖阳,幸福感,害羞R,收了爷爷的花花要说谢谢噢,满足咪咪笑～😜,很温暖,温暖人心,刻进心底,甜蜜,人生幸事,八九不离食,吸猫,祝你今晚的梦里充满幸福的麦子香,特别幸福,暖烘烘的面包房,奶猫睡觉,我家宠物好可爱,餐桌上的仪式感,起码在擦窗户这件事上特别省力,妈妈做的饭,是芝士给了我力量,兴奋,喜欢被摸摸,跟着你,萌萌哒,很可爱,充满自信,好开心,好想那那,真好,萌萌哒R,感谢爱情,萌萌哒R,愉快,喜欢回家,拳头,浪漫生活的记录者,喜欢在家里当小孩,自然而然的好感,憨憨男友,小日子,感情变好,治愈自己,吃光光,小确幸,温暖的小确幸,温柔挂,新宝贝,外婆一针一线,给人温暖的感觉,非常非常好看,[飞吻R][飞吻R][飞吻R],拥抱我"
14683,情感氛围,"温馨, 享受","最爱麻辣烫,幸福,差点撑死,好香"
14684,情感氛围,"温馨, 家庭","自我燃烧,热乎的奶茶,回家,内蒙特产"
14685,情感氛围,"温馨, 平静","浪漫生活的记录者,内心的平静与幸福"
14686,情感氛围,"温馨, 快乐","好好享受生活,萌萌哒R,不让我干一点活,美味之选,其乐融融"
14687,情感氛围,"温馨,人文关怀",母慈子孝
14688,情感氛围,"温馨,喜悦","特别震撼,为此感到开心,爱一个人"
14689,情感氛围,"温馨,惊喜","开心就行,[捂脸R]"
14690,情感氛围,"温馨,愉悦","忙里偷闲,心情愉悦"
14691,情感氛围,"温馨,日常","偷笑R,葫芦的日常"
14692,情感氛围,"温馨,有爱","真的很乖,啥都想给她买,吵了一架,买吃的,切好的水果"
14693,情感氛围,"温馨,期待","亲子时光,万事静默,等待,暖暖冬日味道"
14694,情感氛围,"温馨,节日","家的圣诞氛围渐浓,治愈系美食"
14695,情感氛围,温馨/享受,"中秋的快乐,温柔,羞涩"
14696,情感氛围,温馨/传统,"茶香,守半盏时光,唯愿你朝朝暮暮长安康,花果茶"
14697,情感氛围,温馨/回忆,"[笑哭R],一脸很‘渴望’的样子,下意识还是想yue"
14698,情感氛围,温馨/家常,"美味极了,家里经常做"
14699,情感氛围,温馨/家庭,"午后懒洋洋晒太阳,互相追赶打闹,满足的样子,心情特别平静"
14700,情感氛围,温馨/庆祝,"被时间眷顾,无数人真心的爱意,光芒四射,跟着梦想"
14701,情感氛围,温馨/怀旧,"爱回忆爱回味,心安,沉甸甸的魅力,恍惚穿越回读书的时候,熟悉的味道"
14702,情感氛围,温馨/惊喜,幼态可爱的小甜妹
14703,情感氛围,温馨/愉悦,"轻快温馨,不悲伤,甜甜,好看,在家看,情人节"
14704,情感氛围,温馨/推荐,"满满禅意,雅致"
14705,情感氛围,温馨/梦幻,"静谧的空气,梦幻星空壁纸"
14706,情感氛围,温馨/欢乐,"哈哈哈哈哈,笑哭R,美食日常,毛孩子,听懂人话的狗狗"
14707,情感氛围,温馨/正能量,爱你爱你
14708,情感氛围,温馨/正面,"妈妈的爱,感谢妈妈施了魔法,孩子说‘真甜’"
14709,情感氛围,温馨/治愈,"感谢小红书平台我要上热门,治愈,人间烟火气,唯有美食可以治愈一切,真真实实的治愈,回老家过年,其实挺好"
14710,情感氛围,温馨/满足,"不争吵,和谐相处,超适合,亲爱的母亲大人为此特别囤了,我也很好喝不会过甜,真的好喜欢最近家里的氛围,家里包的饺子天下第一好吃,热气腾腾,秘制卤味"
14711,情感氛围,温馨/甜蜜,"苦了谁也不能苦了,樱桃小嘴"
14712,情感氛围,温馨/积极,"飞吻R,害羞R"
14713,情感氛围,温馨/节日,"永远幸福安康,月圆人团圆,温暖与快乐"
14714,情感氛围,温馨/节日快乐,"温馨场景,氛围感满满"
14715,情感氛围,温馨+快乐,"一口下去幸福满满,眉目舒展,吃了甜食会开心,甜蜜的幸福"
14716,情感氛围,温馨+惊喜+自我反思,"暗中观察R,笑哭R"
14717,情感氛围,温馨与鼓励,"知足常乐,健康平安,加油吧,满满的幸福感"
14718,情感氛围,温馨亲切,"家常,日常,活泼可爱的古风仙女,母亲的我们,让孩子们更加美丽动人,不想浪费,安静、德才兼备,精致又芬香四溢,可可爱爱,女老板直接又火辣,他腼腆又热情,向导很热情"
14719,情感氛围,温馨喜悦,"囍味十足,沾沾喜气,希望可以一切顺利,幸福,喜庆,仪式感"
14720,情感氛围,温馨快乐,"怪幸福的,冬日,烤食,噗突突冒着小泡"
14721,情感氛围,温馨怀旧,"饱含回忆,冷意骤降,暖洋洋"
14722,情感氛围,温馨感动,"也总会因为一些惊喜而感到心动,我想吃,他给我点,😭,天秤男真的很细节了"
14723,情感氛围,温馨提醒,"萌萌哒R,好宝们"
14724,情感氛围,温馨治愈,"治愈,毒舌男主,内容非常治愈"
14725,情感氛围,温馨浪漫,"给心爱的女朋友做,夏天的尾巴"
14726,情感氛围,温馨满足,"甜到心里头,特别满足,没有人能拒绝"
14727,情感氛围,温馨甜蜜,"萌萌哒,茉莉,香香的,暖洋洋"
14728,情感氛围,温馨舒适,"躺在被窝里,冬天的早晨,一个人也要好好吃饭,满满是橙子的香气,提提神,温暖与柔甜,度假时光,软糯,温柔恬淡,热气腾腾的三餐,一日三餐,记录吧就现在,我的宅家美食日记"
14729,情感氛围,渴望,"都不阳光了,想买,好想去,好希望,好馋,巨想吃,还想,最近,巨,口水在分泌,我的心都感觉软的一塌糊涂,真的hin好吃,想发酒疯,又饿了,馋面,好饿啊,心态不好,想吃啥口味啊,尖叫扭曲阴暗地爬行,笨笨的,好饿好饿,想念,馋,好喜欢,呜呜呜,好想吃,好想好想吃,嘴馋想吃,想吃酸辣拌,[笑哭R],心疼北方小伙伴儿,急需要,皱眉R,梦里什么都有,真的会哭,疯狂想吃,哭惹R,超想吃,好想来一点,惊恐R,叹气R,没看到啥新品,疯狂爬走,[抓狂R][抓狂R][抓狂R],好想吃刚出炉的蟹壳黄,你知道吗,你知道吗！！,超快乐,[微笑R],[哭惹R],想吃菠萝包,馋了"
14730,情感氛围,"渴望, 兴趣",看看也行
14731,情感氛围,"渴望, 矛盾, 自我激励","希望明天不要胖太多,笑哭R,石化R,哭惹R"
14732,情感氛围,"渴望, 解馋","本宫饿了,追剧零食,宅家吃零"
14733,情感氛围,"渴望,享受","我的爱,馋"
14734,情感氛围,"渴望,喜悦","慕了慕了,爱辽爱辽,可惜没抽到"
14735,情感氛围,"渴望,挑战","超级想吃,又该减肥了,好在动一会就不冷"
14736,情感氛围,渴望/享受,"馋到流口水,太香了,脆脆香香"
14737,情感氛围,渴望/兴奋,"真的像在干吃豆面汤圆,谁能忍住"
14738,情感氛围,渴望/分享,"鲜甜爽脆,忽然想吃"
14739,情感氛围,渴望/喜好,选择真的困难症
14740,情感氛围,渴望/喜爱,"哭惹R,哇R"
14741,情感氛围,渴望/怀念,"好长时间没吃韩餐了嘿,不能理解为什么韩式炸鸡能做的这么juicy,还不错~,这一口糯叽叽,馋"
14742,情感氛围,渴望/情绪化,"好想吃,扭曲,阴暗"
14743,情感氛围,渴望/愉悦,"吃了甜食会开心,好饿啊,好馋"
14744,情感氛围,渴望/挑战,"好想吃,又该减肥了"
14745,情感氛围,渴望/期待,"好想吃,呜呜呜呜"
14746,情感氛围,渴望/期盼,"早日,好想退休,小目标"
14747,情感氛围,渴望/满足,"救命🆘,吃着觉得挺好吃的,好馋啊,好饿好想吃,馋的狠"
14748,情感氛围,渴望/积极,"真的很需要,可以抱抱我"
14749,情感氛围,渴望/羡慕,"饿了一早上的我不禁流下了口水,哭惹R,怂包啊,好香,馋坏我了"
14750,情感氛围,渴望/解馋,"低成本清松又快乐,辣妹子打扮,好想快乐炫饭,嘴巴控制不住,简直控制不了一点"
14751,情感氛围,渴望/赞赏,"好诱人,我喜欢,也还不错,着实抗住了"
14752,情感氛围,渴望/遗憾,"毕竟这个价格要什么自行车,下架了,馋肉派"
14753,情感氛围,渴望但克制,"慰藉,不敢钦点,远观"
14754,情感氛围,渴望和享受,"我的最爱,好利来送了,该分给哪个宝宝,暖乎乎,好喝好喝,好想吃"
14755,情感氛围,满意,"吃起来各是各味,还没嗑一半,⭐️⭐️⭐️⭐️,我觉得还是很划算,蛮入味的,庆幸自己选了圆筒,不容易啊,真就是纯鸡肉,幸福,一个很顶饱,超好吃,服务非常细心,信心满满,鲜美可口,太好吃了,肉质也新鲜,非常喜欢,甜度刚刚好,真的很好吃,味道个人很满意,那我这锅是不是那天的最后一锅呢,饱腹感很强,菜色很多,偷笑R,好吃的,味道也不错,大差不差,😀,萌萌哒R,终于和之前差的不多了[皱眉R],偷笑R,幸福感更高,色色R,害羞R,偷笑R,挺满意,hin好吃了捏,想不到吃啥来这买个便当,好好吃哦,蛮好吃的,太方便了,很嫩,心想事成,满足了,红红火火,真的很满足,非常喜欢,十分的满意"
14756,情感氛围,"满意, 亲身体验","喜欢,没差,敷衍饮食,不错,好好吃"
14757,情感氛围,满意/享受,"很抗饿,很友好,不会想吃别的零食了"
14758,情感氛围,满意/分享,"耗费时间,最后才做了一点点,很好吃"
14759,情感氛围,满意/惊喜,"完全手工用料实在,口感真的一样,里面蛋黄竟然有半颗,不会再买其他家"
14760,情感氛围,满足,"太满足了,大吃特吃,特别过瘾,太爽口了,真的太爱了,热气腾腾,免费得到,一大大碗粥,满满的幸福感,吃完真得太满足了,偷笑R,满足了,太幸福了,今天夜宵长这样,美食日常,美味分享,这次体验感极好,边追剧边吃着三文鱼,吃的很满足,今天吃的很开心,别太过瘾了,太幸福了,吃的很满足的一天,心满意足,超好吃,满足她,超满足,满满的幸福感,哈哈,明天肯定会胖, 但是今天吃的好,超级多鱼肉,吃的好幸福,真的好满足,吃的很满足,超级简单,嘴巴根本停不下来,这个卤牛肉还原了美味,满足,很满足,不急不慢,心满意足,暴食甜品,很一般"
14761,情感氛围,"满足,分享","太好吃了,哈哈,酥酥的好好吃"
14762,情感氛围,"满足,思乡","吃的好幸福,越吃饺子越想家"
14763,情感氛围,"满足,惊喜","口感太丰富,太好吃了,好久没吃米饭"
14764,情感氛围,满足/享受,"好吃哈哈哈,我很满意,我自己就能干一瓶,好吃,好好好好吃,呜呜呜,偷笑R,好撑,超级美味好吃,真的好吃,最后一节课真的忍受不了"
14765,情感氛围,满足/喜悦,"好香好香好香,好累好累好累"
14766,情感氛围,满足/快乐,"童年零食回忆杀,幸福时刻,太友好了,终于找到"
14767,情感氛围,满足/愉悦,"放松是真放松,谁能抗拒,无敌,超级好吃,嘴馋"
14768,情感氛围,满足/放松,"累并快乐着,治愈"
14769,情感氛围,满足/渴望,"叹气,贵,馋了"
14770,情感氛围,满足/解馋,"搞起,实在忍不住了,肯德基鸡米花薯条冰淇淋"
14771,情感氛围,满足与愉悦,"咕噜咕噜,嘿嘿,接好运,好滴,超级满足,桃李好好喝"
14772,情感氛围,满足但后悔,"吃的太多了,真的很满足,真的巨好吃"
14773,情感氛围,满足后的舒适,"香迷糊了,触目惊心的数字"
14774,情感氛围,激动,"啊啊啊,好上头"
14775,情感氛围,激励,"快学起来吧,家长收藏孩子受益,逆袭,哭惹R,不要荒废时间,加油加油,大胆的往前走,属于时代少年团的故事"
14776,情感氛围,"激励,积极","乾坤未定,成长路上,一起加油"
14777,情感氛围,热切分享,"真的永远可以相信foamy出新,超清爽,超级爱,天真的太太太热了,真的就是肉食者的天堂"
14778,情感氛围,热情,"热情火辣,有空来坐坐,冬季的保暖单品,欢迎大家来坐坐"
14779,情感氛围,热情/喜爱,"我爱的,好吃秘诀"
14780,情感氛围,热情推荐,"好吃到爆,好吃好吃,芋泥yyds,这么好吃,哈哈哈哈哈哈,还不来集合,大冤种,啊啊啊啊😭,有口福啦"
14781,情感氛围,热情欢快,"回忆的味道,冰爽与甜蜜,舌尖上的狂野,狂野宴宴"
14782,情感氛围,热烈且挑战,"飙泪,吃不了第二口,直接上头"
14783,情感氛围,热爱,"坚持自己的信念,反思,权重超过,非常喜欢,不忘初心,😭,那么爱吃,喜欢,神圣,美味,独一无二,神奇"
14784,情感氛围,焦急,求求了
14785,情感氛围,焦虑,"哭惹R,不敢有小动作,还没来姨妈倍感焦虑的一天,笑哭R,烦(눈_눈),焦虑,哭惹R,哭惹R,啥时候能学会,又该减肥了,焦虑,好害怕,哭惹R,忽上忽下,孤芳自赏,真的好焦虑,忍不住浮躁,好贵,又冷又忙,心里面就焦虑得不行,真的有爆米花味！🧐,[哭惹R],焦虑,反弹,我太焦虑了,痛苦,价格震惊,半夜饿的嗷嗷叫,居然涨了2两,希望最后能控制,不想动,肿么办,抓狂R,#倒计时#,尽量控制少食多餐,哭脸 emojis,咋个整,实在有些费解,没有体重秤,又该减肥了,[笑哭R]*6,怕早产,真的很想知道最近胖了多少！！,减肥打卡,越推咬得越重,很多血,失望,疯一样,性情大变,操碎了心"
14786,情感氛围,焦虑/决心,"打死不能吃夜宵了,啊啊啊啊啊,再也无法心无波澜,哭惹R"
14787,情感氛围,焦虑/困扰,"体重每天再涨,好烦啊,情绪不太稳定,衣服都紧了"
14788,情感氛围,焦虑/困难,"想回家,多难找"
14789,情感氛围,焦虑/好奇,"梦到生儿子,梦到老公上床,最多的是梦到"
14790,情感氛围,焦虑/无奈,"累了卷不动了,真的不满意,有点不好意思发了"
14791,情感氛围,焦虑/期待,"希望能瘦一点,长痘,脸真的太胖了"
14792,情感氛围,焦虑/求助,"谢谢大家,哭惹R,请问"
14793,情感氛围,焦虑+积极,"努力向上,在线求救,慌了,用心经营"
14794,情感氛围,爱与喜悦,"很幸运,妈妈永远爱你,小礼物,看世界,陪伴成长"
14795,情感氛围,爱好/享受,被口红控制了
14796,情感氛围,爱好与收藏,"文玩手捻,盘玩"
14797,情感氛围,爱心,"仙女喵,小奶猫,[爱心]"
14798,情感氛围,爱护,"调皮的猫崽,照顾瘫痪猫咪,爆仓库"
14799,情感氛围,犹豫,但怕买了还是没流量..😰
14800,情感氛围,"犹豫,愉悦","好吧,纠结,酥酥的,很香!,害羞R"
14801,情感氛围,犹豫/后悔,"纠结,后悔"
14802,情感氛围,犹豫不决,"纠结,哭惹R,纠结"
14803,情感氛围,现代/活泼,"拟人化插画,孟菲斯风格"
14804,情感氛围,理性消费,"划算,如果送女朋友"
14805,情感氛围,理解,开放和尊重的心态
14806,情感氛围,理解和接受,"成年人的世界谁也改变不了谁,与其想着改变他不如做好自己"
14807,情感氛围,甜美,"萌妹,可爱与软糯,甜美,甜美,复古,可爱,女人味,甜酷美感,温温柔柔,温柔,温柔动人,小清新,慵懒甜美风,森系文艺感"
14808,情感氛围,"甜美,轻松",少女心
14809,情感氛围,甜美/诱人,"人生舞台,丰富口感,唇齿满溢酸甜,人生视作航海冒险"
14810,情感氛围,甜蜜,"抵消世界的一切苦楚,爱意,温柔打开,超级无敌甜甜甜,爱情最真实复杂的滋味,阳光温热,晚风甜,心动,云朵可爱,仪式感,娇俏撩人,甜宠,团宠,欢喜,浪漫,我爱你,甜甜的,温柔竹马,醋劲大发,高颜值,好上头,甜甜的恋爱,两情相悦,萌动的心,元气少女,宠溺,害羞,甜剧,懵懵懂懂的心动,超甜,甜宠文,宠爱,甜,太甜了,甜文,和女朋友的日常,小情侣的日常,酸甜交织,甜宠,恋爱,心里在意"
14811,情感氛围,"甜蜜,浪漫","真的爱了爱了,少女心"
14812,情感氛围,甜蜜/治愈,"成年前没有任何感情和亲热描写,高甜言情推荐,我们也成了彼此的光"
